source_id,source_name,source_type,iso3_country,sector,subsector,lat,lon,year,capacity_units,annual_capacity_t,capacity_factor,annual_emissions_co2e_t,production_t,production_source,production_year,data_tier,fuel_energy_tj,useful_heat_tj,useful_heat_mwh,heat_method,food_country_scale,ct_country_artifact,SiteID,SiteName,CompanyName,match_confidence,distance_km,name_similarity,annual_output_t,production_2014_t,bench_heat_tj,band_source,heat_below100C_tj,heat_100C-200C_tj,heat_200C-500C_tj,heat_500C-1000C_tj,heat_above1000C_tj,bench_heat_mwh,fossil_share,fossil_share_basis,replaceable_heat_mwh
38472832,Hefel Textil Gmbh,Cut & Sew|Washing|Ironing|Packaging|Product Finishing,AUT,manufacturing,textiles-leather-apparel,48.4366178,14.5399221,2024,USD,,,9237.590048999526,,none,,3.0,158.63970546109437,134.8437496419302,37456.59712275839,emissions_fuel_inversion,,False,,,,unmatched,,,,,134.8437496419302,external,74.16406230306161,47.19531237467557,13.48437496419302,0.0,0.0,37456.59712275839,0.976490647584783,country,36576.016780724654
38479518,Heratex (#),Cut & Sew|Packaging|Product Finishing,AUT,manufacturing,textiles-leather-apparel,47.4596131,13.9909218,2024,USD,,,9237.590048999526,,none,,3.0,158.63970546109437,134.8437496419302,37456.59712275839,emissions_fuel_inversion,,False,,,,unmatched,,,,,134.8437496419302,external,74.16406230306161,47.19531237467557,13.48437496419302,0.0,0.0,37456.59712275839,0.976490647584783,country,36576.016780724654
38475947,Huber,Cut & Sew|Knit Composite|Packaging|Product Finishing,AUT,manufacturing,textiles-leather-apparel,47.4223539,13.8752059,2024,USD,,,9237.590048999526,,none,,3.0,158.63970546109437,134.8437496419302,37456.59712275839,emissions_fuel_inversion,,False,,,,unmatched,,,,,134.8437496419302,external,74.16406230306161,47.19531237467557,13.48437496419302,0.0,0.0,37456.59712275839,0.976490647584783,country,36576.016780724654
38480512,Jungbunzlauer Austria Ag,Animal And Vegetable Products From The Food And Beverage Sector,AUT,manufacturing,food-beverage-tobacco,48.721222,16.27811,2024,USD,,,310618.95592758583,,none,,3.0,2871.50920890384,2440.7828275682637,677995.2298800732,emissions_fuel_inversion,0.5383057860559275,False,,,,unmatched,,,,,2440.7828275682637,benchmark,1184.5634089757905,854.5938825489667,180.41959564200528,221.2059404015012,0.0,677995.2298800732,0.9513076684024186,country,644982.0613251743
32437240,Kirchdorfer Cement Plant,integrated dry,AUT,manufacturing,cement,47.9087598061799,14.1163799202923,2024,t of cement,500000.0000400001,0.5105250397791579,149882.4938,255262.51990999997,climate_trace,2024.0,1.0,714.7350557479999,428.8410334487999,119122.5092913333,production_sec,,False,11.0,Kirchdorfer Zementwerk Hofmann GmbH,Kirchdorfer Zementbeteiligungs G,high,0.1938406525718829,0.7083333333333334,255262.51990999997,373636.78,687.93249115745,benchmark,0.0,0.0,68.793249115745,412.75949469447,206.379747347235,191092.3586548472,0.8721971941922848,country,103898.31836904529
44375328,"Laakirchen Papier AG, Heinzel Group",Pulp misc.,AUT,manufacturing,pulp-and-paper,47.9770957,13.8161934,2024,t of pulp & paper,570000.0,0.7693467454961346,151082.77519,260039.19997,climate_trace,2024.0,1.0,2730.4115996849996,2320.8498597322496,644680.5165922915,production_sec,,True,23.0,UPM Kymmene Austria GmbH,UPM Kymmene,high,0.6945624422458652,0.24,260039.19997,,1866.431357784675,benchmark,35.755389995875,1780.6184217945747,35.755389995875,14.30215599835,0.0,518453.15494018747,0.3210698503623658,country,206987.47699381973
45257135,Linz Melamine and Fertilizers Complex,ammonia,AUT,manufacturing,chemicals,48.2895958,14.3307955,2024,t of chemical,1499999.9999999998,0.2533333333333333,752400.0,379999.9999999999,climate_trace,2024.0,1.0,3419.999999999999,3077.999999999999,854999.9999999998,production_sec,,False,1101.0,DSM Fine Chemicals Austria Nfg GmbH & Co KG,DSM Life Science Products Intern,high,0.2355329815654893,0.2686567164179104,379999.9999999999,,4282.5999999999985,benchmark,0.0,0.0,0.0,2855.066666666666,1427.533333333333,1189611.1111111108,0.8551023208132043,country,731112.4842952894
1895156,Mannersdorf Cement Plant,integrated dry,AUT,manufacturing,cement,47.9836888240867,16.6070562287626,2024,t of cement,1200000.00027,0.5822887680356518,313384.321305,698746.5218000001,climate_trace,2024.0,1.0,1956.49026104,1173.894156624,326081.71017333335,production_sec,,False,9.0,Lafarge Zementwerke GmbH,Lafarge SA,high,0.5266588708135816,0.4324324324324324,698746.5218000001,1090132.28,1883.1218762510005,benchmark,0.0,0.0,188.3121876251,1129.8731257506,564.9365628753001,523089.41006972233,0.8721971941922848,country,284407.5526906032
44375330,Mondi Neusiedler GmbH,Chemical wood pulp; Mechanical and semi-chemical wood pulp,AUT,manufacturing,pulp-and-paper,48.0732305,14.8091594,2024,t of pulp & paper,337999.99999,0.7693467454961346,151082.77519,260039.19997,climate_trace,2024.0,1.0,2730.4115996849996,2320.8498597322496,644680.5165922915,production_sec,,True,21.0,Mondi Neusiedler GmbH,Mondi,high,0.3384405752616202,1.0,260039.19997,,1537.4817698226248,benchmark,35.755389995875,1451.6688338325248,35.755389995875,14.302155998349996,0.0,427078.2693951735,0.3210698503623658,country,206987.47699381973
18648341,"OMV AG , Schwechat ",Flex Integrated,AUT,manufacturing,petrochemical-steam-cracking,48.139922,16.512808,2024,t of ethylene,500000.00004,0.7535149998597187,626939.1607500002,376757.49996,climate_trace,2024.0,1.0,13525.594248564,12173.0348237076,3381398.562141,production_sec,,False,13.0,Borealis Polyolefine GmbH,Borealis AG,high,0.695602730470296,0.1904761904761904,376757.49996,,13525.594248564,benchmark,0.0,0.0,0.0,13525.594248564,0.0,3757109.51349,0.8551023208132043,country,2891441.758081201
44375331,"Papierfabrik Wattens GmbH & Co KG, delfort",Semi-chemical wood pulp,AUT,manufacturing,pulp-and-paper,47.2969362,11.5903444,2024,t of pulp & paper,337999.99999,0.7693467454961346,151082.77519,90201.29,hotmaps,2014.0,2.0,947.113545,805.04651325,223624.0314583333,production_sec,,False,1649.0,Papierfabrik Wattens,Papierfabrik Wattens GmbH & Co KG,high,0.1807707969218689,0.6363636363636364,260039.19997,90201.29,818.5767067499999,benchmark,12.402677375,788.8102810500001,12.402677375,4.96107095,0.0,227382.41854166664,0.3210698503623658,country,71798.93431775605
32437242,Retznei Cement Plant,integrated dry,AUT,manufacturing,cement,46.7375344612225,15.5733587435471,2024,t of cement,625000.0000100001,0.7106571786414294,348954.88275899994,444160.736658,climate_trace,2024.0,1.0,1243.6500626424,746.1900375854399,207275.01044039996,production_sec,,False,8.0,Lafarge Zementwerke GmbH,Lafarge SA,medium,1.1689933136149415,0.4848484848484848,444160.736658,495451.61,1197.01318529331,benchmark,0.0,0.0,119.701318529331,718.2079111759859,359.10395558799297,332503.662581475,0.8721971941922848,country,180784.68253229337
38469146,Saint-Gobain Isover Austria Gmbh,Glass Manufacturing,AUT,manufacturing,glass,48.03389,16.019,2024,USD,,,25206.02131318956,,none,,,,,,,,False,,,,unmatched,,,,,,,,,,,,,0.9994199378915112,country,
38472842,Seibersdorfer Bettfedern- Und Daunenfabrik Gmbh,Manufacturer| Wet Processing,AUT,manufacturing,textiles-leather-apparel,47.9170893,16.4255328,2024,USD,,,9237.590048999526,,none,,3.0,158.63970546109437,134.8437496419302,37456.59712275839,emissions_fuel_inversion,,False,,,,unmatched,,,,,134.8437496419302,external,74.16406230306161,47.19531237467557,13.48437496419302,0.0,0.0,37456.59712275839,0.976490647584783,country,36576.016780724654
38469184,Stölzle-Oberglas Gmbh,Glass Manufacturing,AUT,manufacturing,glass,47.066387,15.0775,2024,USD,,,25206.02131318956,86351.67,hotmaps,2014.0,2.0,561.285855,252.57863475,70160.731875,production_sec,,False,1629.0,Stölzle-Oberglas Köflach,Stölzle-Oberglas GmbH,high,0.1063341260579843,1.0,,86351.67,677.77425783,benchmark,13.555485156600003,137.4088219209,199.6441975233,144.48188721060004,182.6838660186,188270.627175,0.9994199378915112,country,70120.03429293547
44375329,UPM-Kymmene Steyrermuhl Austria GmbH,Chemical wood pulp,AUT,manufacturing,pulp-and-paper,47.9915494,13.8000831,2024,t of pulp & paper,320000.0,0.7693467454961346,151082.77519,260039.19997,climate_trace,2024.0,1.0,2730.4115996849996,2320.8498597322496,644680.5165922915,production_sec,,True,1666.0,SCA Laakirchen,Laakirchen Papier AG,low,1.9458753122382697,0.25,260039.19997,,2359.8557397277496,benchmark,35.755389995875,2274.04280373765,35.755389995875,14.30215599835,0.0,655515.4832577081,0.3210698503623658,country,206987.47699381973
38469123,Vetropack Austria Gmbh,Glass Manufacturing,AUT,manufacturing,glass,48.0565,14.144222,2024,USD,,,25206.02131318956,119355.8,hotmaps,2014.0,2.0,775.8127000000001,349.115715,96976.5875,production_sec,,False,1645.0,Vetropack Kremsmünster,Vetropack Austria GmbH,high,0.25510004695422,1.0,,119355.8,936.8236742,benchmark,18.736473484000005,189.927303866,275.949416042,199.70373744400004,252.506743364,260228.79838888888,0.9994199378915112,country,96920.33505618069
38469169,Vetropack Austria Gmbh,Glass Manufacturing,AUT,manufacturing,glass,48.210835,15.220556,2024,USD,,,25206.02131318956,104542.51,hotmaps,2014.0,2.0,679.526315,305.78684175,84940.789375,production_sec,,False,1652.0,Vetropack Pöchlarn,Vetropack Austria GmbH,high,0.4475149864645707,1.0,,104542.51,820.55416099,benchmark,16.411083219800002,166.35535988770002,241.7012376949,174.91843688180003,221.1680433058,227931.7113861111,0.9994199378915112,country,84891.51844161842
32437245,Vils Cement Plant,integrated dry,AUT,manufacturing,cement,47.5523694919457,10.6384596501965,2024,t of cement,300000.00001,0.4855097439071496,114432.2190976,145652.923177,climate_trace,2024.0,1.0,407.8281848956,244.69691093735997,67971.36414926666,production_sec,,False,18.0,SCHRETTER & CIE GmbH & Co KG,Schretter & CIE GmbH & Co KG,high,0.1035962348929743,0.3333333333333333,145652.923177,294321.43,392.534627962015,benchmark,0.0,0.0,39.2534627962015,235.520776777209,117.7603883886045,109037.39665611528,0.8721971941922848,country,59284.433096412446
1566430,Voestalpine Stahl Donawitz steel plant,BF/BOF,AUT,manufacturing,iron-and-steel,47.3812785393747,15.0626634798431,2024,t of steel,1570000.0000000002,0.7972928842490903,2378324.6737150364,1251749.828271072,climate_trace,2024.0,1.0,6008.399175701145,4205.879422990802,1168299.839719667,production_sec,,False,1643.0,voestalpine Schienen GmbH,voestalpine Schienen GmbH,medium,1.655830761449965,0.6153846153846154,1251749.828271072,130541.98,6057.2174190037185,benchmark,0.0,0.0,672.9407076785284,3230.265606836329,2154.011104488861,1682560.3941676996,0.999380310065718,country,1167575.8560687697
1566429,Voestalpine Stahl Linz steel plant,BF/BOF,AUT,manufacturing,iron-and-steel,48.2800817722905,14.3312483129851,2024,t of steel,6000000.0,0.882997718386658,10066173.989607904,5297986.310319948,climate_trace,2024.0,1.0,25430.33428953575,17801.234002675024,4944787.222965284,production_sec,,False,2.0,voestalpine Stahl GmbH,voestalpine AG,high,0.8979441149694817,0.7555555555555555,5297986.310319948,8444892.86,25636.955755638235,benchmark,0.0,0.0,2848.1974404280045,13671.98347241166,9116.774842798568,7121376.598788398,0.999380310065718,country,4941722.988096046
32437246,Wietersdorf Cement Plant,integrated dry,AUT,manufacturing,cement,46.8508788768487,14.533475311296,2024,t of cement,500000.0000400001,0.563312303654935,165380.04267,281656.15185,climate_trace,2024.0,1.0,788.6372251800001,473.182335108,131439.53753,production_sec,,False,6.0,w&p Zement GmbH,w&p GmbH,high,0.048101529600784,0.5,281656.15185,729352.88,759.0633292357502,benchmark,0.0,0.0,75.90633292357501,455.4379975414501,227.71899877072505,210850.9247877084,0.8721971941922848,country,114641.19583959752
