source_id,source_name,source_type,iso3_country,sector,subsector,lat,lon,year,capacity_units,annual_capacity_t,capacity_factor,annual_emissions_co2e_t,production_t,production_source,production_year,data_tier,fuel_energy_tj,useful_heat_tj,useful_heat_mwh,heat_method,food_country_scale,ct_country_artifact,SiteID,SiteName,CompanyName,match_confidence,distance_km,name_similarity,annual_output_t,production_2014_t
33999004,BEL-Antwerpen_ammonia,ammonia,BEL,manufacturing,chemicals,51.2319382905994,4.72070443222579,2024,t of chemical,810156.0,0.5759307040176926,923855.5565794326,466593.7154441578,climate_trace,2024,1,4199.34343899742,3779.409095097678,1049835.859749355,production_sec,,False,,,,unmatched,,,466593.7154441578,
33998943,BEL-Hainaut_ammonia,ammonia,BEL,manufacturing,chemicals,50.4636955021351,3.97003361295229,2024,t of chemical,231636.0,0.5759307040176925,264144.44342056767,133406.28455584223,climate_trace,2024,1,1200.65656100258,1080.590904902322,300164.140250645,production_sec,,False,,,,unmatched,,,133406.28455584223,
38470810,Belimtex Bvba,Trader Of Yarns,BEL,manufacturing,textiles-leather-apparel,50.9068366,3.4059296,2024,USD,,,14457.116642619272,,none,,3,235.36209430393603,200.05778015834562,55571.605599540446,emissions_fuel_inversion,,False,,,,unmatched,,,,
38480772,Beneo - Orafti,Animal And Vegetable Products From The Food And Beverage Sector,BEL,manufacturing,food-beverage-tobacco,50.7245,5.3524,2024,USD,,,103904.33440117889,,none,,3,1133.1514984810076,963.1787737088564,267549.6593635712,emissions_fuel_inversion,0.6698838041294086,False,,,,unmatched,,,,
38480213,Boortmalt,Animal And Vegetable Products From The Food And Beverage Sector,BEL,manufacturing,food-beverage-tobacco,51.275116,4.355684,2024,USD,,,57693.59206699895,,none,,3,629.1901168535861,534.8115993255482,148558.77759043005,emissions_fuel_inversion,0.6698838041294086,False,,,,unmatched,,,,
44375332,Burgo Ardennes S.A.,Chemical wood pulp; Mechanical and semi-chemical wood pulp,BEL,manufacturing,pulp-and-paper,49.5518274,5.5054045,2024,t of pulp & paper,450000.0,0.7217555555999999,188702.99004,324790.00002,climate_trace,2024,1,3410.2950002099997,2898.7507501785,805208.5417162499,production_sec,,False,51.0,BURGO ARDENNES sa,Burgo Ardennes,high,0.2312621869025304,0.875,324790.00002,271421.21
38480849,Cargill,Animal And Vegetable Products From The Food And Beverage Sector,BEL,manufacturing,food-beverage-tobacco,51.135671,3.784262,2024,USD,,,57693.59206699895,,none,,3,629.1901168535861,534.8115993255482,148558.77759043005,emissions_fuel_inversion,0.6698838041294086,False,,,,unmatched,,,,
38480835,Cargill,Animal And Vegetable Products From The Food And Beverage Sector,BEL,manufacturing,food-beverage-tobacco,51.280546,4.341369,2024,USD,,,57693.59206699895,,none,,3,629.1901168535861,534.8115993255482,148558.77759043005,emissions_fuel_inversion,0.6698838041294086,False,,,,unmatched,,,,
38480248,Citrique Belge,Animal And Vegetable Products From The Food And Beverage Sector,BEL,manufacturing,food-beverage-tobacco,50.80137,4.961948,2024,USD,,,57693.59206699895,,none,,3,629.1901168535861,534.8115993255482,148558.77759043005,emissions_fuel_inversion,0.6698838041294086,False,,,,unmatched,,,,
38480243,Cl Warneton Sa,Animal And Vegetable Products From The Food And Beverage Sector,BEL,manufacturing,food-beverage-tobacco,50.7424,2.9349,2024,USD,,,57693.59206699895,,none,,3,629.1901168535861,534.8115993255482,148558.77759043005,emissions_fuel_inversion,0.6698838041294086,False,,,,unmatched,,,,
