source_id,source_name,source_type,iso3_country,sector,subsector,lat,lon,capacity_units,capacity,capacity_factor,annual_emissions_co2e_t,year,annual_capacity_t,annual_output_t
38480903,Affinity Petcare,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.313652,1.654139,USD,,,50339.912201316176,2024,,
38469285,Agc Flatglass Iberica,Glass Manufacturing,ESP,manufacturing,glass,39.643104,-0.255923,USD,,,111772.42976865872,2024,,
38481015,Agraz S.A.,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,38.88365,-6.856241,USD,,,56288.13778287267,2024,,
38469279,"Aiala Vidrio,  S.A. (Vidrala)",Glass Manufacturing,ESP,manufacturing,glass,43.149036,-2.946433,USD,,,101768.31277670032,2024,,
32438397,Alcala Cement Plant,integrated dry,ESP,manufacturing,cement,37.359723840258,-5.86499004502465,t of cement,1450000.0003,0.5657108607657151,416415.52186,2024,1450000.0003,820280.74828
1896716,Alcanar Cement Plant,integrated dry,ESP,manufacturing,cement,40.5768302301151,0.542746637307943,t of cement,2185000.0001000003,0.6791729226782987,753348.96328,2024,2185000.0001000003,1483992.83612
1896699,Alconera Cement Plant,integrated dry,ESP,manufacturing,cement,38.3789017892832,-6.48408551062447,t of cement,1600000.0002,0.5852112117537236,475331.95467600005,2024,1600000.0002,936337.9389229999
38480933,"Alcurnia Alimentación, S. L. U. - Fábrica De Alguazas",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,38.05,-1.233333,USD,,,67672.23778318112,2024,,
32438400,Alicante Cement Plant,integrated dry,ESP,manufacturing,cement,38.3773602768192,-0.543228553000335,t of cement,1360999.9999,0.4474856235075301,344009.428278,2024,1360999.9999,609027.9335489998
38469728,Antex Angles Textile Sa,Yarn Production,ESP,manufacturing,textiles-leather-apparel,41.9552063,2.6603861,USD,,,10414.137390016973,2024,,
38479107,Aprestos De Laneria Spa,Wet Processing ,ESP,manufacturing,textiles-leather-apparel,41.5677592,2.1082727,USD,,,10414.137390016973,2024,,
1566806,ArcelorMittal Asturias (Aviles) steel plant,BOF,ESP,manufacturing,iron-and-steel,43.5494928691444,-5.8613493584995,t of steel,4200000.0,0.6546090859788863,3986569.3336114176,2024,4200000.0,2749358.1611113227
1566799,ArcelorMittal Asturias (Gijón) steel plant,BF/BOF,ESP,manufacturing,iron-and-steel,43.5215953028212,-5.73559459129581,t of steel,1200000.0,0.8087451029199566,1843938.8346575005,2024,1200000.0,970494.123503948
1566805,ArcelorMittal Olaberria-Bergara (Olaberria) steel plant,EAF,ESP,manufacturing,iron-and-steel,43.0376945024084,-2.21881534294849,t of steel,1450000.0,0.5752537211182924,74403.31628943994,2024,1450000.0,834117.8956215241
1566800,ArcelorMittal Sestao steel plant,EAF,ESP,manufacturing,iron-and-steel,43.313365497902,-2.99935881132845,t of steel,2000000.0,0.5752537211182926,310560.44769698597,2024,2000000.0,1150507.4422365853
32438406,Arrigorriaga Cement Plant,integrated dry,ESP,manufacturing,cement,43.204986601252,-2.90014458252755,t of cement,1125000.00001,0.5110711778710127,291875.94388,2024,1125000.00001,574955.0751100001
38481014,"Avinatur Sur Producciones Avícolas, S.L.U.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.31,-3.154,USD,,,50339.912201316176,2024,,
38480909,"Avícola Moraleja, S.A.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,40.2543,-3.873828,USD,,,50339.912201316176,2024,,
38480979,Azucarera De Jerez - Centro De Guadalete,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,36.658576,-6.12817,USD,,,111932.9354587989,2024,,
38481017,Azucarera De La Bañeza,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,42.303933,-5.907831,USD,,,50339.912201316176,2024,,
38480972,Azucarera De Toro,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.512081,-5.37755,USD,,,50339.912201316176,2024,,
38480912,Azucarera La Rinconada,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.478231,-5.944838,USD,,,50339.912201316176,2024,,
32438408,Añorga Cement Plant,integrated dry,ESP,manufacturing,cement,43.2856206876887,-1.99710189549101,t of cement,1050000.0,0.4317623026219047,230143.339563,2024,1050000.0,453350.4177529999
38469298,Ba Glass Spain Villafranca,Glass Manufacturing,ESP,manufacturing,glass,38.566875,-6.356428,USD,,,118775.31166302964,2024,,
38469269,"Ba Glass Spain, S.L.",Glass Manufacturing,ESP,manufacturing,glass,42.550109,-5.581055,USD,,,23243.87050941616,2024,,
38469555,Belda Lloréns,Yarn Production,ESP,manufacturing,textiles-leather-apparel,38.7066719,-0.6639426,USD,,,10414.137390016973,2024,,
38470463,Best Partner Consulting,Cut & Sew|Cutting|Embroidery|Ironing|Packaging|Product Finishing|Labelling,ESP,manufacturing,textiles-leather-apparel,38.1213691,-0.7830189,USD,,,10414.137390016973,2024,,
38469296,"Bonet Spain, S.L",Glass Manufacturing,ESP,manufacturing,glass,40.14989,0.028807,USD,,,23243.87050941616,2024,,
38481029,Borges Agricultural & Industrial Edible Oils,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.648843,1.121329,USD,,,50339.912201316176,2024,,
38481011,Bunge Iberica,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.360833,2.169759,USD,,,50339.912201316176,2024,,
38480902,Bunge Iberica,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,43.356358,-3.086221,USD,,,104932.93545860928,2024,,
38480913,Bunge Ibérica,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,39.449836,-0.327623,USD,,,50339.912201316176,2024,,
38481025,"Bunge Ibérica, S.A.U.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.566691,-0.952163,USD,,,50339.912201316176,2024,,
32438398,Bunol Cement Plant,integrated dry,ESP,manufacturing,cement,39.4369712228479,-0.775640605440604,t of cement,690000.0,0.4701122127231884,242868.515721,2024,690000.0,324377.42677900003
38467724,Cales De Pachs,Lime Production In Rotary Kilns,ESP,manufacturing,lime,41.366699,1.684755,t of lime,264131.7091822161,0.530095094855875,109859.96245290944,2024,264131.7091822161,140014.92343339123
38477200,Calzados Cienta Slu,Final Product Assembly ,ESP,manufacturing,textiles-leather-apparel,42.2353611,-2.088897,USD,,,10414.137390016973,2024,,
38480929,"Campo De San Juan, S.L.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,39.4131,-3.2217,USD,,,50339.912201316176,2024,,
32438409,Carboneras Cement Plant,integrated dry,ESP,manufacturing,cement,36.9678611386393,-1.90590614319663,t of cement,1499999.9999000002,0.4426370115028424,337057.01834,2024,1499999.9999000002,663955.51721
38480857,Cargill (Barcelona),Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.346774,2.15847,USD,,,50339.912201316176,2024,,
38480889,Cargill (Martorell),Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.486141,1.928261,USD,,,50339.912201316176,2024,,
38480969,Cargill (Reus),Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.161372,1.081393,USD,,,50339.912201316176,2024,,
38469256,Castellar Vidrio,Glass Manufacturing,ESP,manufacturing,glass,41.592341,2.093161,USD,,,23243.87050941616,2024,,
1896717,Castillejo Cement Plant,integrated dry,ESP,manufacturing,cement,39.9342732016715,-3.74366467919908,t of cement,1729999.9996999998,0.6845977884007973,601237.3962590001,2024,1729999.9996999998,1184354.173728
38475267,Castma S.L,Final Product Assembly,ESP,manufacturing,textiles-leather-apparel,39.99951129999999,-0.0422795,USD,,,10414.137390016973,2024,,
1566803,Celsa Barcelona Castellbisbal steel plant,EAF,ESP,manufacturing,iron-and-steel,41.4525778066815,1.98099199913505,t of steel,2500000.0,0.5752537211182925,115050.7442236585,2024,2500000.0,1438134.3027957312
1566808,Celsa Global Steel Wire Santander plant,EAF,ESP,manufacturing,iron-and-steel,43.4449201235133,-3.8413172497133,t of steel,750000.0,0.5752537211182924,34515.22326709754,2024,750000.0,431440.29083871935
1566812,Celsa Nervacero steel plant,EAF,ESP,manufacturing,iron-and-steel,43.3071840959396,-3.02441085805676,t of steel,1000000.0,0.5752537211182925,46020.29768946339,2024,1000000.0,575253.7211182925
38480973,Centro De Marchena,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.333937,-5.400128,USD,,,50339.912201316176,2024,,
38481038,Centro Industrial Chapela,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,42.2862,-8.60665,USD,,,50339.912201316176,2024,,
38469237,Cerfrit,Glass Manufacturing,ESP,manufacturing,glass,39.831481,-0.170485,USD,,,23243.87050941616,2024,,
38469234,Coloresmalt,Glass Manufacturing,ESP,manufacturing,glass,40.111574,-0.211701,USD,,,23243.87050941616,2024,,
38469286,Colorificio Cerámico Bonet,Glass Manufacturing,ESP,manufacturing,glass,40.017405,-0.275492,USD,,,23243.87050941616,2024,,
38469275,Colorobbia España,Glass Manufacturing,ESP,manufacturing,glass,40.122092,-0.019033,USD,,,23243.87050941616,2024,,
38469235,Coloronda,Glass Manufacturing,ESP,manufacturing,glass,39.96862,-0.233741,USD,,,23243.87050941616,2024,,
38480976,"Comercial Jabu, S.L.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.927256,-6.772916,USD,,,50339.912201316176,2024,,
38481001,Compañia Cervecera Damm,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.32101,2.081639,USD,,,50339.912201316176,2024,,
38480966,Complejo Agroalimentario Bejar,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,40.38948,-5.76527,USD,,,50339.912201316176,2024,,
38481007,"Complejo Industrial Mataderos Industriales Soler, S.A. (Prolongo) Y Faccsa",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,36.735751,-4.608509,USD,,,50339.912201316176,2024,,
38481016,Complex Carni La Closa,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.793379,1.289419,USD,,,52793.73778277801,2024,,
38481046,Conesa Vegas Altas S.L.U.,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,39.133189,-5.939741,USD,,,50339.912201316176,2024,,
38480940,"Conserveros Reunidos, S.L.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,42.529925,-9.038891,USD,,,50339.912201316176,2024,,
38481022,"Cooperativa Del Campo ""San Miguel""",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.911769,-1.259908,USD,,,50339.912201316176,2024,,
38481049,Coosur Vilches,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,38.220662,-3.517708,USD,,,50339.912201316176,2024,,
32438414,Cordoba Cement Plant,integrated dry,ESP,manufacturing,cement,37.9026862680405,-4.76403399257607,t of cement,949999.9999699998,0.3365426732401015,187727.373371,2024,949999.9999699998,319715.53956800007
38481033,Corsa Petfood (Cardona),Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.900239,1.713645,USD,,,283506.0610448427,2024,,
38476959,Costa Anatomicas Sl,Cut & Sew|Cutting|Embroidery|Packaging|Product Finishing|Quality Check|Labelling,ESP,manufacturing,textiles-leather-apparel,38.1270687,-1.0020131,USD,,,10414.137390016973,2024,,
38480866,Cpa Centro De Procesado Avicola,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,42.343667,-7.983433,USD,,,50339.912201316176,2024,,
38472907,Creaciones Euromoda S.L.,Finished Goods,ESP,manufacturing,textiles-leather-apparel,38.7563069,-0.6161235,USD,,,10414.137390016973,2024,,
38475428,Crechi International S.A.,Final Product Assembly,ESP,manufacturing,textiles-leather-apparel,39.56661769999999,-0.5346586,USD,,,10414.137390016973,2024,,
38469267,"Crisnova Vidrio, S.A.",Glass Manufacturing,ESP,manufacturing,glass,38.7149,-0.9578,USD,,,127779.0169557922,2024,,
38480932,"Cítricos Del Andévalo, S.A.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.461227,-7.264199,USD,,,50339.912201316176,2024,,
38477041,"Dedatex 86, S.L",Cut & Sew|Embroidery|Washing|Ironing|Knit Composite|Packaging|Product Finishing|Knitting|Trimming,ESP,manufacturing,textiles-leather-apparel,40.4167754,-3.7037902,USD,,,10414.137390016973,2024,,
38480985,"Deoleo, S.A. (Fabrica De Andújar)",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,38.03118,-4.06033,USD,,,50339.912201316176,2024,,
38474278,Diego Torvisco,Final Product Assembly,ESP,manufacturing,textiles-leather-apparel,41.5600797,2.4554698,USD,,,10414.137390016973,2024,,
38467392,"Dolomias De Aragon, S.L.",Lime Production In Rotary Kilns,ESP,manufacturing,lime,41.479036,-1.56847,t of lime,1542215.025597719,0.5300950948558752,641451.514212538,2024,1542215.025597719,817520.620282379
18648372,"Dow Chemical Co. , Tarragona ",Flex Standalone,ESP,manufacturing,petrochemical-steam-cracking,41.176316,1.231963,t of ethylene,675000.0,0.753515,880869.8737799999,2024,675000.0,508622.62500000006
32438394,El Alto Cement Plant,integrated dry,ESP,manufacturing,cement,40.2454541220543,-3.47415630858244,t of cement,2899999.9999,0.6327578001349226,1036498.405768,2024,2899999.9999,1834997.6203279998
38480864,El Pozo Alimentación,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.85,-1.41,USD,,,52957.537782782456,2024,,
38469277,Endeka Ceramics-Vall D´Alba,Glass Manufacturing,ESP,manufacturing,glass,40.161737,-0.006249,USD,,,23243.87050941616,2024,,
38469299,Esmaldur,Glass Manufacturing,ESP,manufacturing,glass,40.035189,-0.152434,USD,,,23243.87050941616,2024,,
38469231,Esmalglass,Glass Manufacturing,ESP,manufacturing,glass,39.946256,-0.157894,USD,,,23243.87050941616,2024,,
38469226,Esmaltes,Glass Manufacturing,ESP,manufacturing,glass,40.062664,-0.19348,USD,,,23243.87050941616,2024,,
38481032,Explotaciones Avicolas Jose Luis Redondo S.A.,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,40.308192,-3.784365,USD,,,50339.912201316176,2024,,
3673296,FERROATLANTICA - FÁBRICA DE BOO,Non-ferrous crude metal production,ESP,manufacturing,other-metals,43.41228,-3.839765,unitless,,,144999.9999701662,2024,,
3673297,FERROATLANTICA DE BOO,Non-ferrous crude metal production,ESP,manufacturing,other-metals,43.41228,-3.839765,unitless,,,121999.99997489844,2024,,
3673298,FERROATLANTICA-CEE,Non-ferrous crude metal production,ESP,manufacturing,other-metals,42.948199,-9.17315,unitless,,,143999.99997037192,2024,,
3673299,FERROATLANTICA-DUMBRIA,Non-ferrous crude metal production,ESP,manufacturing,other-metals,42.983626,-9.08549,unitless,,,206999.99995740963,2024,,
38480906,Fabrica De Piensos Nº2,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,42.287867,-7.820767,USD,,,50339.912201316176,2024,,
38480975,Fabrica De Pinsos De Lleida,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.616647,0.649984,USD,,,50339.912201316176,2024,,
38480982,"Factoría Oleícola Aceites Coosur, S.A.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.94119,-3.527145,USD,,,50339.912201316176,2024,,
38474430,Fello S.A.,Final Product Assembly,ESP,manufacturing,textiles-leather-apparel,41.6291032,1.8641519,USD,,,10414.137390016973,2024,,
38469297,Ferro Spain Nules,Glass Manufacturing,ESP,manufacturing,glass,39.829172,-0.162647,USD,,,23243.87050941616,2024,,
38469284,Ferro Spain-Almassora,Glass Manufacturing,ESP,manufacturing,glass,39.956492,-0.076592,USD,,,23243.87050941616,2024,,
38480971,Frimancha Industrias Cárnicas,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,38.7711,-3.3994,USD,,,50339.912201316176,2024,,
38480968,"Frinova, S.A.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,42.127671,-8.623723,USD,,,50339.912201316176,2024,,
38480924,Frinsa Del Noroeste S.A.,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,42.577494,-8.997258,USD,,,50339.912201316176,2024,,
38469229,Fritta Slu,Glass Manufacturing,ESP,manufacturing,glass,39.95459,-0.20156,USD,,,23243.87050941616,2024,,
38469242,"Fábrica De Alcalá De Guadaira (Saint Gobain Vicasa, S.A.)",Glass Manufacturing,ESP,manufacturing,glass,37.302987,-5.889481,USD,,,23243.87050941616,2024,,
38469255,"Fábrica De Alcalá De Guadaira (Vidriera Rovira, S.L.)",Glass Manufacturing,ESP,manufacturing,glass,37.333934,-5.833487,USD,,,23243.87050941616,2024,,
38480819,"Fábrica De Granada (Puleva Food, S.L. Sociedad Unipersonal)",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.179721,-3.637626,USD,,,52739.13778277654,2024,,
38469288,"Fábrica De Jerez (Saint Gobain Vicasa, S.A.)",Glass Manufacturing,ESP,manufacturing,glass,36.685097,-6.124322,USD,,,23243.87050941616,2024,,
38481004,General D'Olis I Derivats,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.524712,0.793693,USD,,,55960.53778286381,2024,,
38473086,Genuins,Final Product Assembly,ESP,manufacturing,textiles-leather-apparel,38.2991244,-0.6131261,USD,,,10414.137390016973,2024,,
38479372,Global De Calzado Sl,Final Product Assembly ,ESP,manufacturing,textiles-leather-apparel,42.2353611,-2.088897,USD,,,10414.137390016973,2024,,
38481018,Grupo Alimentario Argal,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.611588,0.881271,USD,,,50339.912201316176,2024,,
44375519,"Grupo Empresarial ENCE S.A. Divisíon de Celulosa, Pulp Mill Navia",Pulp misc.,ESP,manufacturing,pulp-and-paper,43.5275013,-6.7240832,t of pulp & paper,684999.9999599999,0.5275501648921198,209957.05235,2024,684999.9999599999,361371.86293
44375518,"Grupo Empresarial ENCE S.A. Divisíon de Celulosa, Pulp Mill Pontevedra",Pulp misc.,ESP,manufacturing,pulp-and-paper,42.4108321,-8.6759041,t of pulp & paper,514999.99999,0.5275501648451951,157850.92260999998,2024,514999.99999,271688.33489
1566807,Grupo Gallardo Corrugados Getafe steel plant,EAF,ESP,manufacturing,iron-and-steel,40.3106603989214,-3.70579830284928,t of steel,600000.0,0.5752537211182925,27612.178613678036,2024,600000.0,345152.2326709755
1566802,Grupo Gallardo Siderurgica Balboa Jerez de los Caballeros steel plant,EAF,ESP,manufacturing,iron-and-steel,38.320422296635,-6.71619487423941,t of steel,1299999.9999999998,0.5752537211182925,59826.38699630242,2024,1299999.9999999998,747829.8374537801
38469261,"Guardian Industries Navarra, S.L.U.",Glass Manufacturing,ESP,manufacturing,glass,42.125474,-1.665802,USD,,,118775.31166302964,2024,,
38469280,"Guardian Llodio Uno, S.L.",Glass Manufacturing,ESP,manufacturing,glass,43.144824,-2.950052,USD,,,108771.19467107122,2024,,
38480981,"Harinera De Tardienta, S.A.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.978189,-0.536634,USD,,,50339.912201316176,2024,,
38480846,Heineken España - Fabrica De Madrid,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,40.55926,-3.63038,USD,,,50339.912201316176,2024,,
38471149,Hilaturas Miel S.L.,Yarn Production,ESP,manufacturing,textiles-leather-apparel,38.4260809,-0.4350982,USD,,,10414.137390016973,2024,,
32438396,Hontoria Cement Plant,integrated dry,ESP,manufacturing,cement,41.941321666224,-4.46577172747526,t of cement,814999.99997,0.7287852581986057,301523.7865899999,2024,814999.99997,593959.9854100001
38480934,"Incoas, S.A.(Industrias Correctoras Asociadas, S.A.)",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,40.183333,-3.783333,USD,,,50339.912201316176,2024,,
38481002,Industria Láctea - Planta De Cogeneración,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,38.360414,-4.835884,USD,,,50339.912201316176,2024,,
38480984,Industrias Carnicas La Cope,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,39.440088,-0.501312,USD,,,50339.912201316176,2024,,
38480931,Industrias Cárnicas Tello S.A.,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,39.7248,-4.2499,USD,,,50339.912201316176,2024,,
38479693,Iruna Comunicación Textil - Serisur,Finished Goods,ESP,manufacturing,textiles-leather-apparel,37.1930851,-3.7868307,USD,,,10414.137390016973,2024,,
38479672,Jaume Estevez I Serra,Finished Goods,ESP,manufacturing,textiles-leather-apparel,41.7092908,2.7156021,USD,,,10414.137390016973,2024,,
1896731,Jerez Cement Plant,integrated dry,ESP,manufacturing,cement,36.6184333442247,-6.07391138282183,t of cement,999999.99997,0.4300470131879014,218313.366253,2024,999999.99997,430047.013175
38474691,Jess Rincon,Final Product Assembly,ESP,manufacturing,textiles-leather-apparel,38.2932723,-0.6218229,USD,,,10414.137390016973,2024,,
38472301,Julio Maestre,Final Product Assembly ,ESP,manufacturing,textiles-leather-apparel,40.9839999,-5.1507667,USD,,,10414.137390016973,2024,,
38469240,Kerafrit S.A.,Glass Manufacturing,ESP,manufacturing,glass,39.943876,-0.144992,USD,,,23243.87050941616,2024,,
38480935,"La Casa De La Carne, S.A.U.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,40.271651,-3.741853,USD,,,50339.912201316176,2024,,
32438404,La Robla Cement Plant,integrated dry,ESP,manufacturing,cement,42.7987222771851,-5.61847607002069,t of cement,1200000.00027,0.6356361147794819,387216.808484,2024,1200000.00027,762763.337907
38480978,"Lactiber Leon , S.L.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,42.570278,-5.571667,USD,,,53230.53778278985,2024,,
38479932,Laken Productos Deportivos S.A.,Finished Goods,ESP,manufacturing,textiles-leather-apparel,37.9514997,-1.1849603,USD,,,10414.137390016973,2024,,
32438392,Lemona Cement Plant,integrated dry,ESP,manufacturing,cement,43.2062343456623,-2.77404364655401,t of cement,1249999.9997499995,0.6730795500450161,215108.6520067,2024,1249999.9997499995,841349.4373879998
38481050,Liverco Sl,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.9783,-1.4641,USD,,,50339.912201316176,2024,,
38480014,Luanvi S.A,Finished Goods,ESP,manufacturing,textiles-leather-apparel,39.5528369,-0.4650515,USD,,,10414.137390016973,2024,,
3673055,Lugo Province,Refinery,ESP,manufacturing,aluminum,43.0696037894801,-7.43612713537432,t of alumina/aluminum,66507.68362925538,0.8870000000000001,94176.02813274565,2024,66507.68362925538,58992.31537914953
32438407,Malaga Cement Plant,integrated dry,ESP,manufacturing,cement,36.7146543931554,-4.32714450818174,t of cement,1574999.9999,0.2605473692260664,208320.323345,2024,1574999.9999,410362.10650499986
38480922,"Manuel Romero Delgado, S.L.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.922795,-6.72952,USD,,,50339.912201316176,2024,,
38477765,"Maria Gili Margenats, S.L",Wet Process|Spinning,ESP,manufacturing,textiles-leather-apparel,41.6272797,2.6677949,USD,,,10414.137390016973,2024,,
38481008,Matadero Comaran,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,40.034164,-3.621385,USD,,,50339.912201316176,2024,,
38480999,"Matadero De Cumbres Mayores, S.A.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,38.056981,-6.619334,USD,,,50339.912201316176,2024,,
38480905,Matadero De Porriño Sada P.A. Castilla-Galicia,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,42.166264,-8.621279,USD,,,50339.912201316176,2024,,
38480997,Matadero De Tres Líneas Y Salas De Despiece,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,38.361359,-4.833046,USD,,,50339.912201316176,2024,,
38481009,"Matadero Del Sur, S.A.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.83,-6.04,USD,,,50339.912201316176,2024,,
38480980,Matadero Frigorifico De Fuentes El Navazo Sl,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,40.508056,-5.678333,USD,,,50339.912201316176,2024,,
38480907,"Matadero Frigorífico Begíjar, S.A.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.953954,-3.53476,USD,,,50339.912201316176,2024,,
38480974,"Matadero Industrial Cortegana, S.A.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.916802,-6.819082,USD,,,50339.912201316176,2024,,
38480908,"Matadero Industrial El Mayorazgo De Jabugo, S.A.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.377194,-6.95186,USD,,,50339.912201316176,2024,,
38481019,"Matadero La Jabugueña, S.L.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.921612,-6.723649,USD,,,50339.912201316176,2024,,
38480910,Matadero Y Sala De Despiece De Cerdo Ibérico,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,37.920504,-6.665757,USD,,,50339.912201316176,2024,,
38480983,"Mataderos Salamanca, S.L.",Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,40.855,-5.637222,USD,,,50339.912201316176,2024,,
32438393,Mataporquera Cement Plant,integrated dry,ESP,manufacturing,cement,42.8742474429706,-4.15899585440909,t of cement,830000.00003,0.6972567818193763,293788.796393,2024,830000.00003,578723.128931
1566809,Megasa Siderúrgica Narón steel plant,EAF,ESP,manufacturing,iron-and-steel,43.514105214474,-8.16427214835909,t of steel,700000.0,0.5752537211182924,69260.5480226424,2024,700000.0,402677.6047828047
1566810,Megasider Zaragoza steel plant,EAF,ESP,manufacturing,iron-and-steel,41.5704186313669,-0.856130639358379,t of steel,499999.99999999994,0.5752537211182925,49471.820016173144,2024,499999.99999999994,287626.8605591462
38480786,Mercados De Abastecimientos De Barcelona,Animal And Vegetable Products From The Food And Beverage Sector,ESP,manufacturing,food-beverage-tobacco,41.335324,2.118837,USD,,,50339.912201316176,2024,,
42546253,Monjos Cement Plant,integrated dry,ESP,manufacturing,cement,41.315910427371,1.73006548253867,t of cement,1800000.0,0.5657108608833333,516929.61333,2024,1800000.0,1018279.54959
